fighter_name,opponent_name,result,method_raw,method_group,event_name,event_date,round,fight_time,profile_url
Karl Roberson,Darren Stewart,W,SUB Rear Naked Choke,other,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017",1,3:41,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Karl Roberson,Ryan Spann,W,KO/TKO Elbows,ko,DWCS 1.3,"Jul. 25, 2017",1,0:15,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Andre Roberts,Ron Waterman,W,KO/TKO Punch,ko,UFC 21: Return of the Champions,"Jul. 16, 1999",1,2:51,http://ufcstats.com/fighter-details/a54a35a670d8e852
Daniel Roberts,Greg Soto,W,SUB Kimura,other,UFC 125: Resolution,"Jan. 01, 2011",1,3:45,http://ufcstats.com/fighter-details/22edaf53ad59a967
Danny Roberts,Francisco Trinaldo,L,U-DEC,other,UFC 274: Oliveira vs. Gaethje,"May. 07, 2022",3,5:00,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Danny Roberts,Claudio Silva,L,SUB Armbar,other,UFC Fight Night: Till vs. Masvidal,"Mar. 16, 2019",3,2:37,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Danny Roberts,David Zawada,W,S-DEC,other,UFC Fight Night: Shogun vs. Smith,"Jul. 22, 2018",3,5:00,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Danny Roberts,Nordine Taleb,L,KO/TKO Kick,ko,UFC Fight Night: Lawler vs. Dos Anjos,"Dec. 16, 2017",1,0:59,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Danny Roberts,Dominique Steele,W,U-DEC,other,UFC 197: Jones vs Saint Preux,"Apr. 23, 2016",3,5:00,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Roosevelt Roberts,Brok Weaver,W,SUB Rear Naked Choke,other,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020",2,3:26,http://ufcstats.com/fighter-details/37c5366d18ed6c05
Roosevelt Roberts,Alexander Yakovlev,W,U-DEC,other,UFC Fight Night: Zabit vs. Kattar,"Nov. 09, 2019",3,5:00,http://ufcstats.com/fighter-details/37c5366d18ed6c05
Roosevelt Roberts,Vinc Pichel,L,U-DEC,other,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",3,5:00,http://ufcstats.com/fighter-details/37c5366d18ed6c05
Kenny Robertson,Ben Saunders,L,S-DEC,other,UFC on FOX: Dillashaw vs. Barao II,"Jul. 25, 2015",3,5:00,http://ufcstats.com/fighter-details/6e0273f9478be71e
Kenny Robertson,Sean Pierson,L,M-DEC,other,UFC 161: Evans vs Henderson,"Jun. 15, 2013",3,5:00,http://ufcstats.com/fighter-details/6e0273f9478be71e
Kenny Robertson,Aaron Simpson,L,U-DEC,other,UFC on FUEL TV: Munoz vs Weidman,"Jul. 11, 2012",3,5:00,http://ufcstats.com/fighter-details/6e0273f9478be71e
Kenny Robertson,Mike Pierce,L,KO/TKO Punches,ko,UFC 126: Silva vs Belfort,"Feb. 05, 2011",2,0:29,http://ufcstats.com/fighter-details/6e0273f9478be71e
Gillian Robertson,Marina Rodriguez,W,KO/TKO Punches,ko,UFC Fight Night: Sandhagen vs. Figueiredo,"May. 03, 2025",2,2:07,http://ufcstats.com/fighter-details/38c7f72747f4f712
Gillian Robertson,Michelle Waterson-Gomez,W,U-DEC,other,UFC 303: Pereira vs. Prochazka 2,"Jun. 29, 2024",3,5:00,http://ufcstats.com/fighter-details/38c7f72747f4f712
Gillian Robertson,Polyana Viana,W,KO/TKO Punches,ko,UFC 297: Strickland vs. Du Plessis,"Jan. 20, 2024",2,3:12,http://ufcstats.com/fighter-details/38c7f72747f4f712
Gillian Robertson,Piera Rodriguez,W,SUB Armbar,other,UFC Fight Night: Holloway vs. Allen,"Apr. 15, 2023",2,4:21,http://ufcstats.com/fighter-details/38c7f72747f4f712
Gillian Robertson,Taila Santos,L,U-DEC,other,UFC Fight Night: Thompson vs. Neal,"Dec. 19, 2020",3,5:00,http://ufcstats.com/fighter-details/38c7f72747f4f712
Gillian Robertson,Emily Whitmire,W,SUB Armbar,other,The Ultimate Fighter: A New World Champion Finale,"Dec. 01, 2017",1,2:12,http://ufcstats.com/fighter-details/38c7f72747f4f712
Colin Robinson,Eddie Sanchez,L,KO/TKO Elbows,ko,UFC 72: Victory,"Jun. 16, 2007",2,0:32,http://ufcstats.com/fighter-details/1a1a4d7a29041d77
Carlos Eduardo Rocha,Mike Pierce,L,U-DEC,other,UFC on FX: Johnson vs McCall,"Jun. 08, 2012",3,5:00,http://ufcstats.com/fighter-details/4f736494fc733095
Luke Rockhold,Yoel Romero,L,KO/TKO Punch,ko,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018",3,1:48,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Luke Rockhold,Chris Weidman,W,KO/TKO Punches,ko,UFC 194: Aldo vs McGregor,"Dec. 12, 2015",4,3:12,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Luke Rockhold,Jacare Souza,W,U-DEC,other,Strikeforce - Barnett vs. Kharitonov,"Sep. 10, 2011",5,5:00,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Luke Rockhold,Jesse Taylor,W,SUB Rear Naked Choke,other,Strikeforce Challengers 4,"Nov. 06, 2009",1,3:42,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Luke Rockhold,Nik Theotikos,W,SUB Rear Naked Choke,other,Strikeforce - Destruction,"Nov. 21, 2008",1,3:06,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Gregory Rodrigues,Brad Tavares,W,KO/TKO Punches,ko,UFC Fight Night: Hermansson vs. Pyfer,"Feb. 10, 2024",3,0:55,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Gregory Rodrigues,Denis Tiuliulin,W,KO/TKO Elbows,ko,UFC 292: Sterling vs. O'Malley,"Aug. 19, 2023",1,1:43,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Gregory Rodrigues,Dusko Todorovic,W,U-DEC,other,UFC Fight Night: Rozenstruik vs. Sakai,"Jun. 05, 2021",3,5:00,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Gregory Rodrigues,Jordan Williams,L,KO/TKO Punches,ko,DWCS 4.7,"Sep. 15, 2020",1,2:19,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Kleydson Rodrigues,Shannon Ross,W,KO/TKO Punches,ko,UFC 284: Makhachev vs. Volkanovski,"Feb. 11, 2023",1,0:59,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
Kleydson Rodrigues,CJ Vergara,L,S-DEC,other,UFC 274: Oliveira vs. Gaethje,"May. 07, 2022",3,5:00,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
Levi Rodrigues Jr.,Freddy Vidal,W,KO/TKO Punches,ko,DWCS 9.10,"Oct. 14, 2025",1,3:20,http://ufcstats.com/fighter-details/9ac4e43ed56429ed
Ricco Rodriguez,Antonio Silva,L,S-DEC,other,EliteXC - Street Certified,"Feb. 16, 2008",3,5:00,http://ufcstats.com/fighter-details/50cc91ce2982785d
Ricco Rodriguez,Ben Rothwell,L,U-DEC,other,IFL - 2007 Team Championship Final,"Sep. 20, 2007",3,4:00,http://ufcstats.com/fighter-details/50cc91ce2982785d
Ricco Rodriguez,Ron Waterman,W,KO/TKO,ko,WFA - King of the Streets,"Jul. 22, 2006",1,5:00,http://ufcstats.com/fighter-details/50cc91ce2982785d
Ricco Rodriguez,Ron Waterman,L,U-DEC,other,WEC 16: Clash of the Titans 2,"Aug. 18, 2005",3,5:00,http://ufcstats.com/fighter-details/50cc91ce2982785d
Ricco Rodriguez,Tim Sylvia,L,KO/TKO Punch,ko,UFC 41: Onslaught,"Feb. 28, 2003",1,3:09,http://ufcstats.com/fighter-details/50cc91ce2982785d
Ricco Rodriguez,Pete Williams,W,KO/TKO Punches,ko,UFC 34: High Voltage,"Nov. 02, 2001",2,4:02,http://ufcstats.com/fighter-details/50cc91ce2982785d
Yair Rodriguez,Alexander Volkanovski,L,KO/TKO Punches,ko,UFC 290: Volkanovski vs. Rodriguez,"Jul. 08, 2023",3,4:19,http://ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Jeremy Stephens,W,U-DEC,other,UFC Fight Night: Reyes vs. Weidman,"Oct. 18, 2019",3,5:00,http://ufcstats.com/fighter-details/cbf5e6f231b55443
Yair Rodriguez,Charles Rosa,W,S-DEC,other,UFC 188: Velasquez vs Werdum,"Jun. 13, 2015",3,5:00,http://ufcstats.com/fighter-details/cbf5e6f231b55443
Marina Rodriguez,Michelle Waterson-Gomez,W,KO/TKO Punches,ko,UFC Fight Night: Fiziev vs. Gamrot,"Sep. 23, 2023",2,2:42,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Marina Rodriguez,Yan Xiaonan,W,S-DEC,other,UFC 272: Covington vs. Masvidal,"Mar. 05, 2022",3,5:00,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Marina Rodriguez,Michelle Waterson-Gomez,W,U-DEC,other,UFC Fight Night: Rodriguez vs. Waterson,"May. 08, 2021",5,5:00,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Ray Rodriguez,Rani Yahya,L,SUB Arm Triangle,other,UFC Fight Night: Edwards vs. Muhammad,"Mar. 13, 2021",2,3:09,http://ufcstats.com/fighter-details/90e0985df05e51bc
Drako Rodriguez,Aiemann Zahabi,L,KO/TKO Punch,ko,UFC Fight Night: Blaydes vs. Lewis,"Feb. 20, 2021",1,3:05,http://ufcstats.com/fighter-details/dc3b9cf7641b7ab6
Victor Rodriguez,Bruno Silva,L,KO/TKO Punch,ko,UFC Fight Night: Font vs. Garbrandt,"May. 22, 2021",1,1:00,http://ufcstats.com/fighter-details/f6e5972c9d16c40e
Victor Rodriguez,Adrian Yanez,L,KO/TKO Kick,ko,UFC Fight Night: Hall vs. Silva,"Oct. 31, 2020",1,2:46,http://ufcstats.com/fighter-details/f6e5972c9d16c40e
Piera Rodriguez,Ketlen Souza,W,S-DEC,other,UFC Fight Night: Taira vs. Park,"Aug. 02, 2025",3,5:00,http://ufcstats.com/fighter-details/e375cb5caf4717b6
Christian Rodriguez,Cameron Saaiman,W,U-DEC,other,UFC Fight Night: Yusuff vs. Barboza,"Oct. 14, 2023",3,5:00,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Christian Rodriguez,Raul Rosas Jr.,W,U-DEC,other,UFC 287: Pereira vs. Adesanya 2,"Apr. 08, 2023",3,5:00,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Christian Rodriguez,Joshua Weems,W,SUB Anaconda Choke,other,UFC Fight Night: Kattar vs. Allen,"Oct. 29, 2022",1,4:07,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Marcos Rogerio de Lima,Junior Tafa,W,KO/TKO Kick,ko,UFC 298: Volkanovski vs. Topuria,"Feb. 17, 2024",2,1:14,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Rogerio de Lima,Ben Rothwell,W,KO/TKO Punches,ko,UFC Fight Night: Holloway vs. Rodriguez,"Nov. 13, 2021",1,0:32,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Rogerio de Lima,Alexandr Romanov,L,SUB Forearm Choke,other,UFC Fight Night: Santos vs. Teixeira,"Nov. 07, 2020",1,4:48,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Rogerio de Lima,Ben Sosoli,W,KO/TKO Punch,ko,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020",1,1:28,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Rogerio de Lima,Stefan Struve,L,SUB Arm Triangle,other,UFC Fight Night: Blachowicz vs. Santos,"Feb. 23, 2019",2,2:21,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Rogerio de Lima,Adam Wieczorek,W,U-DEC,other,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018",3,5:00,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Rogerio de Lima,Ovince Saint Preux,L,SUB Von Flue Choke,other,UFC Fight Night: Swanson vs. Lobov,"Apr. 22, 2017",2,2:11,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Brett Rogers,James Thompson,W,KO/TKO Punches,ko,EliteXC - Street Certified,"Feb. 16, 2008",1,2:24,http://ufcstats.com/fighter-details/9141bb39310773c7
Shane Roller,Jacob Volkmann,L,SUB Rear Naked Choke,other,UFC on FX: Browne vs Bigfoot,"Oct. 05, 2012",1,2:38,http://ufcstats.com/fighter-details/75e0d3cc2262b732
Shane Roller,Thiago Tavares,W,KO/TKO Punch,ko,UFC Live: Sanchez vs Kampmann,"Mar. 03, 2011",2,1:28,http://ufcstats.com/fighter-details/75e0d3cc2262b732
Shane Roller,Jamie Varner,W,SUB Rear Naked Choke,other,WEC 53: Henderson vs. Pettis,"Dec. 16, 2010",1,3:55,http://ufcstats.com/fighter-details/75e0d3cc2262b732
Alexandr Romanov,Alexander Volkov,L,KO/TKO Punches,ko,UFC Fight Night: Yan vs. Dvalishvili,"Mar. 11, 2023",1,2:16,http://ufcstats.com/fighter-details/c0badf3243907e59
Alexandr Romanov,Marcin Tybura,L,M-DEC,other,UFC 278: Usman vs. Edwards,"Aug. 20, 2022",3,5:00,http://ufcstats.com/fighter-details/c0badf3243907e59
Alexandr Romanov,Chase Sherman,W,SUB Keylock,other,UFC Fight Night: Font vs. Vera,"Apr. 30, 2022",1,2:11,http://ufcstats.com/fighter-details/c0badf3243907e59
Alexandr Romanov,Jared Vanderaa,W,KO/TKO Punches,ko,UFC Fight Night: Dern vs. Rodriguez,"Oct. 09, 2021",2,4:43,http://ufcstats.com/fighter-details/c0badf3243907e59
Ricardo Romero,James Te Huna,L,KO/TKO Punches,ko,UFC 135: Jones vs Rampage,"Sep. 24, 2011",1,0:47,http://ufcstats.com/fighter-details/744e098e065cfdbe
Yoel Romero,Robert Whittaker,L,S-DEC,other,UFC 225: Whittaker vs. Romero 2,"Jun. 09, 2018",5,5:00,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Yoel Romero,Robert Whittaker,L,U-DEC,other,UFC 213: Romero vs. Whittaker,"Jul. 08, 2017",5,5:00,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Yoel Romero,Chris Weidman,W,KO/TKO Flying Knee,ko,UFC 205: Alvarez vs McGregor,"Nov. 12, 2016",3,0:24,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Yoel Romero,Jacare Souza,W,S-DEC,other,UFC 194: Aldo vs McGregor,"Dec. 12, 2015",3,5:00,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Yoel Romero,Brad Tavares,W,U-DEC,other,UFC on FOX: Werdum vs Browne,"Apr. 19, 2014",3,5:00,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Yoel Romero,Clifford Starks,W,KO/TKO Flying Knee,ko,UFC on FOX: Henderson vs Melendez,"Apr. 20, 2013",1,1:32,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Mara Romero Borella,Taila Santos,W,S-DEC,other,UFC Fight Night: Assuncao vs. Moraes 2,"Feb. 02, 2019",3,5:00,http://ufcstats.com/fighter-details/82cbb809d5ee565c
Cortavious Romious,Ramon Taveras,L,KO/TKO Punches,ko,DWCS 7.10,"Oct. 10, 2023",1,0:29,http://ufcstats.com/fighter-details/8173f134396cb971
Rongzhu,Kody Steele,W,U-DEC,other,UFC 312: Du Plessis vs. Strickland 2,"Feb. 08, 2025",3,5:00,http://ufcstats.com/fighter-details/a13d755965a4ec9f
Rongzhu,Kazula Vargas,L,U-DEC,other,UFC 261: Usman vs. Masvidal 2,"Apr. 24, 2021",3,5:00,http://ufcstats.com/fighter-details/a13d755965a4ec9f
Jesse Ronson,Joaquim Silva,L,KO/TKO Flying Knee,ko,UFC Fight Night: Dern vs. Yan,"Oct. 01, 2022",2,3:08,http://ufcstats.com/fighter-details/5580771f383e141f
Jesse Ronson,Francisco Trinaldo,L,S-DEC,other,UFC Fight Night: Machida vs Mousasi,"Feb. 15, 2014",3,5:00,http://ufcstats.com/fighter-details/5580771f383e141f
George Roop,Cub Swanson,L,KO/TKO Punch,ko,UFC on FOX: Evans vs Davis,"Jan. 28, 2012",2,2:22,http://ufcstats.com/fighter-details/3c0437fbeda06962
George Roop,Eddie Wineland,L,U-DEC,other,WEC 46: Varner vs. Henderson,"Jan. 10, 2010",3,5:00,http://ufcstats.com/fighter-details/3c0437fbeda06962
George Roop,George Sotiropoulos,L,SUB Kimura,other,UFC 101: Declaration,"Aug. 08, 2009",2,1:59,http://ufcstats.com/fighter-details/3c0437fbeda06962
Aaron Rosa,James Te Huna,L,KO/TKO Punches,ko,UFC on FX: Alves vs Kampmann,"Mar. 02, 2012",1,2:08,http://ufcstats.com/fighter-details/11f8860028b68fcf
Aaron Rosa,Anthony Ruiz,W,SUB Rear Naked Choke,other,Strikeforce Challengers 1,"May. 15, 2009",1,4:29,http://ufcstats.com/fighter-details/11f8860028b68fcf
Charles Rosa,Nathaniel Wood,L,U-DEC,other,UFC Fight Night: Blaydes vs. Aspinall,"Jul. 23, 2022",3,5:00,http://ufcstats.com/fighter-details/40093d1d2d78394e
Charles Rosa,Sean Soriano,W,SUB D'Arce Choke,other,UFC Fight Night: McGregor vs Siver,"Jan. 18, 2015",3,4:43,http://ufcstats.com/fighter-details/40093d1d2d78394e
Charles Rosa,Dennis Siver,L,U-DEC,other,UFC Fight Night: Nelson vs Story,"Oct. 04, 2014",3,5:00,http://ufcstats.com/fighter-details/40093d1d2d78394e
Karol Rosa,Yana Santos,W,S-DEC,other,UFC Fight Night: Strickland vs. Magomedov,"Jul. 01, 2023",3,5:00,http://ufcstats.com/fighter-details/351c4ec637380ad5
Raul Rosas Jr.,Ricky Turcios,W,SUB Rear Naked Choke,other,UFC Fight Night: Cannonier vs. Imavov,"Jun. 08, 2024",2,2:22,http://ufcstats.com/fighter-details/fe2babf95de24fb1
Hilarie Rose,Cheyanne Vlismas,L,U-DEC,other,DWCS 4.3,"Aug. 18, 2020",3,5:00,http://ufcstats.com/fighter-details/b9163ec845c3bfc8
Jared Rosholt,Stefan Struve,W,U-DEC,other,UFC 193: Rousey vs Holm,"Nov. 14, 2015",3,5:00,http://ufcstats.com/fighter-details/91ea901c458e95dd
Shannon Ross,Vinicius Salvador,L,KO/TKO Punches,ko,DWCS 6.2,"Aug. 02, 2022",2,4:22,http://ufcstats.com/fighter-details/51c655162e462ceb
Ben Rothwell,Marcin Tybura,L,U-DEC,other,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020",3,5:00,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Ovince Saint Preux,W,S-DEC,other,UFC Fight Night: Smith vs. Teixeira,"May. 13, 2020",3,5:00,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Stefan Struve,W,KO/TKO Punches,ko,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019",2,4:57,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Brandon Vera,W,KO/TKO Punches,ko,UFC 164: Henderson vs Pettis 2,"Aug. 31, 2013",3,1:54,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Brendan Schaub,W,KO/TKO Punch,ko,UFC 145: Jones vs Evans,"Apr. 21, 2012",1,1:10,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Gilbert Yvel,W,U-DEC,other,UFC 115: Liddell vs Franklin,"Jun. 12, 2010",3,5:00,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Cain Velasquez,L,KO/TKO Punches,ko,UFC 104: Machida vs Shogun,"Oct. 24, 2009",2,0:58,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Krzysztof Soszynski,W,KO/TKO Punch,ko,IFL - 2007 Semifinals,"Aug. 02, 2007",1,0:13,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Bryan Vetell,W,KO/TKO Punch,ko,IFL - Gracie vs. Miletich,"Sep. 23, 2006",1,3:17,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Ben Rothwell,Krzysztof Soszynski,W,KO/TKO Punches,ko,IFL - Legends Championship 2006,"Apr. 29, 2006",1,3:59,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Rick Roufus,Maurice Smith,L,SUB Armbar,other,Strikeforce - At the Dome,"Feb. 23, 2008",1,1:53,http://ufcstats.com/fighter-details/872b018076f831b0
Khalil Rountree Jr.,Anthony Smith,W,KO/TKO Punch,ko,UFC Fight Night: Song vs. Gutierrez,"Dec. 09, 2023",3,0:56,http://ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Johnny Walker,L,KO/TKO Elbow,ko,UFC Fight Night: Magny vs. Ponzinibbio,"Nov. 17, 2018",1,1:57,http://ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Gokhan Saki,W,KO/TKO Punches,ko,UFC 226: Miocic vs. Cormier,"Jul. 07, 2018",1,1:36,http://ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Andrew Sanchez,L,U-DEC,other,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul. 08, 2016",3,5:00,http://ufcstats.com/fighter-details/749f572d1d3161fb
Ronda Rousey,Cat Zingano,W,SUB Armbar,other,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",1,0:14,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Ronda Rousey,Miesha Tate,W,SUB Armbar,other,UFC 168: Weidman vs Silva 2,"Dec. 28, 2013",3,0:58,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Ronda Rousey,Miesha Tate,W,SUB Armbar,other,Strikeforce - Tate vs. Rousey,"Mar. 03, 2012",1,4:27,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Ray Routh,Crafton Wallace,L,KO/TKO Knees,ko,Strikeforce - Shamrock vs. Gracie,"Mar. 10, 2006",2,0:35,http://ufcstats.com/fighter-details/cba3a2dfbc06ce79
Phil Rowe,Jason Witt,W,KO/TKO Punches,ko,UFC Fight Night: Hermansson vs. Strickland,"Feb. 05, 2022",2,2:15,http://ufcstats.com/fighter-details/8e382b585a92affe
Phil Rowe,Leon Shahbazyan,W,KO/TKO Punches,ko,DWCS 3.9,"Aug. 20, 2019",3,0:16,http://ufcstats.com/fighter-details/8e382b585a92affe
Brad Royster,Darren Uyenoyama,L,U-DEC,other,Strikeforce - Destruction,"Nov. 21, 2008",3,5:00,http://ufcstats.com/fighter-details/09f8c233de88998d
Brandon Royval,Joshua Van,L,U-DEC,other,UFC 317: Topuria vs. Oliveira,"Jun. 28, 2025",3,5:00,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Brandon Royval,Tatsuro Taira,W,S-DEC,other,UFC Fight Night: Royval vs. Taira,"Oct. 12, 2024",5,5:00,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Brandon Royval,Matt Schnell,W,SUB Guillotine Choke,other,UFC 274: Oliveira vs. Gaethje,"May. 07, 2022",1,2:14,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Jairzinho Rozenstruik,Tai Tuivasa,W,S-DEC,other,UFC 305: Du Plessis vs. Adesanya,"Aug. 17, 2024",3,5:00,http://ufcstats.com/fighter-details/2cd428e9606856fd
Jairzinho Rozenstruik,Alexander Volkov,L,KO/TKO Punches,ko,UFC Fight Night: Volkov vs. Rozenstruik,"Jun. 04, 2022",1,2:12,http://ufcstats.com/fighter-details/2cd428e9606856fd
Jairzinho Rozenstruik,Augusto Sakai,W,KO/TKO Punches,ko,UFC Fight Night: Rozenstruik vs. Sakai,"Jun. 05, 2021",1,4:59,http://ufcstats.com/fighter-details/2cd428e9606856fd
Mauricio Rua,Ovince Saint Preux,L,S-DEC,other,UFC 274: Oliveira vs. Gaethje,"May. 07, 2022",3,5:00,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Anthony Smith,L,KO/TKO Punches,ko,UFC Fight Night: Shogun vs. Smith,"Jul. 22, 2018",1,1:29,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Gian Villante,W,KO/TKO Punch,ko,UFC Fight Night: Belfort vs. Gastelum,"Mar. 11, 2017",3,0:59,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Ovince Saint Preux,L,KO/TKO Punch,ko,UFC Fight Night 56: Shogun vs Saint Preux,"Nov. 08, 2014",1,0:34,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,James Te Huna,W,KO/TKO Punch,ko,UFC Fight Night: Hunt vs Bigfoot,"Dec. 06, 2013",1,1:03,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Chael Sonnen,L,SUB Guillotine Choke,other,UFC Fight Night: Shogun vs Sonnen,"Aug. 17, 2013",1,4:47,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Brandon Vera,W,KO/TKO Punches,ko,UFC on FOX: Shogun vs Vera,"Aug. 04, 2012",4,4:09,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Akira Shoji,W,KO/TKO Punches,ko,PRIDE Bushido 1,"Oct. 05, 2003",1,3:47,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Renato Sobral,L,SUB Guillotine Choke,other,IFC - Global Domination,"Sep. 06, 2003",3,3:07,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Erick Wanderlei,W,KO/TKO Punches,ko,IFC - Global Domination,"Sep. 06, 2003",2,2:54,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Evangelista Santos,W,KO/TKO Punches,ko,Meca 9,"Aug. 01, 2003",1,2:31,http://ufcstats.com/fighter-details/140745cbbcb023ac
Murilo Rua,Joey Villasenor,W,KO/TKO Punch,ko,Strikeforce - Shamrock vs. Baroni,"Jun. 22, 2007",2,1:05,http://ufcstats.com/fighter-details/90e7447d8b7f3f35
Murilo Rua,Akira Shoji,W,KO/TKO Knee,ko,PRIDE Shockwave 2003,"Dec. 31, 2003",1,2:24,http://ufcstats.com/fighter-details/90e7447d8b7f3f35
Murilo Rua,Mario Sperry,W,U-DEC,other,PRIDE 20: Armed and Ready,"Apr. 28, 2002",3,5:00,http://ufcstats.com/fighter-details/90e7447d8b7f3f35
Marco Ruas,Maurice Smith,L,KO/TKO,ko,UFC 21: Return of the Champions,"Jul. 16, 1999",1,5:00,http://ufcstats.com/fighter-details/597db668b01c442c
Marco Ruas,Oleg Taktarov,L,U-DEC,other,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",1,18:00,http://ufcstats.com/fighter-details/597db668b01c442c
Marco Ruas,Paul Varelans,W,KO/TKO Kicks,ko,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",1,13:17,http://ufcstats.com/fighter-details/597db668b01c442c
Gabe Ruediger,Paul Taylor,L,KO/TKO Kick,ko,UFC 126: Silva vs Belfort,"Feb. 05, 2011",2,1:42,http://ufcstats.com/fighter-details/ccba80d4820ef557
Mauricio Ruffy,Benoit Saint Denis,L,SUB Rear Naked Choke,other,UFC Fight Night: Imavov vs. Borralho,"Sep. 06, 2025",2,2:56,http://ufcstats.com/fighter-details/9c393e836a852f30
Anthony Ruiz,Bobby Southworth,L,U-DEC,other,Strikeforce - Melendez vs. Thomson,"Jun. 27, 2008",5,5:00,http://ufcstats.com/fighter-details/657c21cb133f1445
